auteur_joconde,qid_wikidata,label_wikidata,naissance,deces,trouve
CARRE Jacques,,,,,False
Parrocel Jacques Ignace (1667-1722),,,1667.0,1722.0,False
Vigée-Le Brun Louise-Élisabeth (1755-1842) (attribué),,,1755.0,1842.0,False
TORTEBAT Jean,Q23759664,Jean Tortebat,1652.0,,True
VIVIEN Joseph,Q375783,Joseph Vivien,1657.0,,True
LE GROS Jean,Q3173081,Jean Le Gros,1671.0,,True
AUTREAU Jacques,Q3158169,Jacques Autreau,1657.0,,True
FREDOU Jean Martial;VAN LOO Louis Michel (d'après),,,,,False
WEIKERT Georg (attribué),Q1506344,Georg Weikert,1743.0,,True
LALLEMANT Philippe,Q108486854,Philippe Lallemant,,,True
POISSON Pierre III;Rubens Petrus Paulus (1577-1640) (d'après),,,,,False
MARTIN Irma;COELLO Alonso Sanchez (d'après),Q86636191,Irma Martin,1814.0,,True
CARBILLET Jean-Baptiste,,,,,False
PHELIPPES Charles François,,,,,False
COQUERET,,,,,False
"LEVRAC-TOURNIERES Robert (attribué);TOURNIERES Robert (dit, attribué)",,,,,False
PHELIPPES Charles François;GREGORIUS Albert (d'après),,,,,False
MUSSCHER Michel Van,,,,,False
GOBERT Pierre (école),Q762544,Pierre Gobert,1662.0,,True
"VAN LOO Charles André;VAN LOO Carle (dit);LATOUR Maurice Quentin de (d'après);LA TOUR Quentin de (d'après, dit)",,,,,False
GEFFROY Edmond Aimé Florentin,,,,,False
CHAMPAIGNE Philippe de (école),Q314814,Philippe de Champaigne,1602.0,,True
SCHILLY,,,,,False
HEALY George;HOPPNER John (d'après),Q21538149,George Healy,1905.0,,True
GOLDSCHMIDT Hermann;KNELLER GOTTFRIED (d'après),Q104673072,Hermann Goldschmidt,1864.0,,True
VIGNON Jules de,Q21465394,Jules de Vignon,1815.0,,True
HEALY George;GAINSBOROUGH Thomas (d'après),Q21538149,George Healy,1905.0,,True
Chéradame Sophie (1793-1829),Q60804575,Sophie Chéradame,1793.0,1829.0,True
HEALY George;JACKSON John (d'après),Q21538149,George Healy,1905.0,,True
SAVERY Roelant,Q142710,Roelant Savery,1576.0,,True
TENGNAGEL Jan,Q2862503,Jan Tengnagel,1584.0,,True
VERMEER Johannes;VERMEER DE DELFT (dit),Q41264,Johannes Vermeer,1632.0,,True
SLINGELANDT Pieter Cornelisz Van,,,,,False
HEALY George;TRUMBULL John (d'après),Q21538149,George Healy,1905.0,,True
Davin-Mirvault Césarine (1773-1844),Q529142,Césarine Davin-Mirvault,1773.0,1844.0,True
LECOMTE Paul Emile,,,,,False
GREUZE Jean-Baptiste (école),Q347139,Jean-Baptiste Greuze,1725.0,,True
VERSPRONCK Johannes Cornelisz,,,,,False
Alaux Fanny (1797-1880),Q3066430,Fanny Alaux,1797.0,1880.0,True
ROMEYN Willem,Q4019902,Willem Romeyn,1624.0,,True
ULFT Jacob Van der,,,,,False
SCHLESINGER Henri Guillaume,,,,,False
HEALY George;REYNOLDS Sir Joshua (d'après),Q21538149,George Healy,1905.0,,True
OSTADE Isaack van,,,,,False
RUISDAEL Jacob Isaacksz Van (attribué),,,,,False
VELDE Adriaen van de,,,,,False
OSTADE Adriaen Van (attribué),,,,,False
VLIET Willem Willemsz Van,,,,,False
POT Hendrick,Q2257386,Hendrick Pot,1580.0,,True
VLIET Hendrick Cornelisz van der,,,,,False
VALLIER Lina,Q97857524,Lina Vallier,1811.0,,True
VERSPRONCK Johannes Cornélisz,,,,,False
ROPS Félicien,Q378129,Félicien Rops,1833.0,,True
WIJNTRACK Dirck,Q3922955,Dirck Wijntrack,1615.0,,True
CAULERY Louis de;MAITRE DU LIVRE D'ESQUISSES DE LENINGRAD (dit),,,,,False
WILLAERT Ferdinand,Q18508163,Ferdinand Willaert,1861.0,,True
SNYDERS Frans (atelier),Q29231,Frans Snyders,1579.0,,True
Christophe Joseph (1622-1748),Q3184760,Joseph Christophe,1662.0,1748.0,True
BOYER Michel,Q102120654,Michel Boyer,,,True
"DUGHET Gaspard (attribué);LE GUASPRE (dit, attribué)",Q741375,Gaspard Dughet,1613.0,,True
Bellay Charles (1826-1900),,,1826.0,1900.0,False
LOUTHERBOURG Philippe Jacques (attribué),,,,,False
CARAUD Joseph,Q26240717,Joseph Caraud,1821.0,,True
PICHON Auguste;INGRES Jean Auguste Dominique (d'après),Q16855463,Auguste Pichon,1805.0,,True
VALETTE Raymond,Q25421779,Raymond Valette,,,True
GUILLEBAULT Simon (attribué),Q28951922,Simon Guillebault,1636.0,,True
VALLEE,,,,,False
QUINART Charles Louis,,,,,False
POERSON Charles François (attribué),,,,,False
LECERF Louis Alexis,,,,,False
LETRONNE Ludovic,,,,,False
Fischer Georges Alexandre (1820-1890),,,1820.0,1890.0,False
VUILLEFROY Félix Dominique de,,,,,False
BOINARD Jean,Q52149223,Jean Boinard,1633.0,,True
RIGAUD Hyacinthe (attribué),Q49898,Hyacinthe Rigaud,1659.0,,True
VIGNAUD Jean,Q3175030,Jean Vignaud,1774.0,,True
GOBERT Pierre (?),Q762544,Pierre Gobert,1662.0,,True
MOULLIN Louis,Q26791579,Louis Moullin,1817.0,,True
FRAGUIER Armand de,Q75362440,Armand de Fraguier,1845.0,,True
TRIQUET Jules,,,,,False
TROY François de (attribué),Q1232749,François de Troy,1645.0,,True
BENOIST Antoine;DU CERCLE (dit),Q2853671,Antoine Benoist,1632.0,,True
BECKER Georges,Q110134616,Georges Becker,1872.0,,True
GARNEREY Jean François;GARNEREY Père (dit),,,,,False
MONNET Charles,Q2959838,Q2959838,1732.0,,True
VAN MOUR Jean-Baptiste (?),,,,,False
NOYAL Louis Joseph;Gérard François (1770-1837) (d'après),,,,,False
Venot d'Auteroche Eugénie (1839-1917);DROUAIS Hubert (d'après),,,1839.0,1917.0,False
"HOUSSAIS Joséphine;HOUSSAY Joséphine (dite);LEVRAC-TOURNIERES Robert (d'après);TOURNIERES (d'après, dit)",,,,,False
GASCARD Henri,,,,,False
SOYER Paul Constant,,,,,False
GEUSLAIN Charles Etienne,,,,,False
BERTRAND Georges Jules,,,,,False
Asselineau Antoinette (1811-1889),Q18285136,Antoinette Asselineau,1811.0,1889.0,True
"MARTIN Jean-Baptiste (attribué);Martin DES BATAILLES (dit, attribué)",Q112521805,Jean-Baptiste Martin,1943.0,,True
ROUX Auguste Jean Simon,,,,,False
LIEBAULT,,,,,False
Janinet Sophie (1779-1819),Q22009277,Sophie Janinet,1779.0,1819.0,True
MOTTEZ Henri Paul,,,,,False
LAGRENEE Louis,,,,,False
BENAZECH Charles,Q5075523,Charles Benazech,1767.0,,True
GIBERT Antoine;ALAUX Jean;LE ROMAIN (dit),Q123251092,Antoine Gibert,,,True
PHILIPPOTEAUX Henri Félix Emmanuel;ALAUX Jean;LE ROMAIN (dit),,,,,False
GERINI Niccolo di Pietro (attribué),,,,,False
MAITRE DE MONTEFLOSCOLI;MAITRE DE RISTONCHI (dit),,,,,False
BERNARDO DI STEFANO ROSSELLI,,,,,False
BICCI di Lorenzo,,,,,False
LIANORI Pietro,,,,,False
MICHELE di Matteo,,,,,False
MAITRE DE LA MADONNA DEL PARTO,,,,,False
AGNOLO DI DOMENICO DEL MAZZIERE;DONNINO DI DOMENICO DEL MAZZIERE,,,,,False
GIACOMO DI NICOLA DA RECANATI,,,,,False
LORENZO DI BICCI,,,,,False
DOMENICO DI MICHELINO,,,,,False
CIAMPANTI Ansano,,,,,False
VANNI TURINO,Q3542305,Turino Vanni,1348.0,,True
TOMMASO,,,,,False
MAITRE DE SAN TORPE,,,,,False
RONDINELLI Niccolo,Q1409601,Nicolò Rondinelli,1450.0,,True
BRACCESCO Carlo,Q1054145,Carlo Braccesco,1450.0,,True
CARPACCIO Vittore,Q5581,Vittore Carpaccio,1465.0,,True
PUCCIO di Simone;MAITRE DU RETABLE DE FABRIANO (dit),,,,,False
CAPORALI Bartolomeo,Q931819,Bartolomeo Caporali,1420.0,,True
NELLI Ottaviano,Q3357727,Ottaviano Nelli,1375.0,,True
PSEUDO PIER FRANCESCO FIORENTINO,,,,,False
BENVENUTO di Giovanni,,,,,False
FUNGAI Bernardino,Q338410,Bernardino Fungai,1460.0,,True
BELLINI Giovanni (école de),Q104712710,Giovanni Bellini,1892.0,,True
MARCHESI Girolamo,Q5564770,Girolamo Marchesi,1471.0,,True
VIVARINI Bartolomeo;VIVARINI Antonio,Q456971,Bartolomeo Vivarini,1430.0,,True
NICOLA DI MAESTRO Antonio d'Ancona,,,,,False
STARNINA GHERARDO;MAITRE DU BAMBINO VISPO (dit),Q2254774,Gherardo Starnina,1354.0,,True
MAITRE DE L'EPIPHANIE DE FIESOLE (atelier),,,,,False
BORGHESE DI PIERO BORGHESE,,,,,False
LANDINI Jacopo;JACOPO DEL CASENTINO (dit),,,,,False
Liberale da Verona,,,,,False
DECOURT Jean,Q3131632,Jean Decourt,1530.0,,True
BEZARD Jean Louis;PICOT François Edouard (d'après),,,,,False
NETSCHER Gaspar (attribué),,,,,False
FAIVRE Léon Maxime,,,,,False
Couture Thomas (1815-1879) (attribué),Q326434,Thomas Couture,1815.0,1879.0,True
ROUGET Georges (attribué),Q2164632,Georges Rouget,1783.0,,True
ROSLIN Alexandre (attribué),Q315102,Alexandre Roslin,1718.0,,True
AIGUIER Auguste,Q2871029,Auguste Aiguier,1814.0,,True
Laugé Achille (1861-1944),Q2823073,Achille Laugé,1861.0,1944.0,True
LE LORRAIN Louis Joseph,,,,,False
BAUDIN Jean-Baptiste,Q3163863,Alphonse Baudin,1811.0,,True
Barrera Nicolas (1919-2006),Q1986396,Nicolas Barrera,1919.0,2006.0,True
ARNAUD-DURBEC Jean,,,,,False
BARBARROUX Edmond,Q21455654,Edmond Barbarroux,1882.0,,True
MARATTA Carlo (attribué à),Q538998,Carlo Maratta,1625.0,,True
GRIFFONI C M,,,,,False
MEYER FRANZ Anton,,,,,False
MARBEAU Philippe,Q47492753,Philippe Marbeau,1807.0,,True
Guindon Jean (1883-1976),Q136524515,Q136524515,1883.0,1976.0,True
BONNEFOND Claude,Q114913334,Claude Bonnefond,1868.0,,True
PAPELEU Victor,Q20991658,Victor Papeleu,1810.0,,True
MIEREVELT Michiel Jansz Van (attribué à),,,,,False
Bergeo (1928-2014),,,1928.0,2014.0,False
"CANAL Antonio (attribué à);CANALETTO (dit, attribué à)",Q5697987,Antonio Canal,1936.0,,True
KESSEL Johan,,,,,False
GREUZE Jean-Baptiste (attribué à),Q347139,Jean-Baptiste Greuze,1725.0,,True
Magaud Marie (1854-1936),,,1854.0,1936.0,False
FABRE Fernand,Q115731664,Fernand Fabre,,,True
CLAVERIE Jules Justin,,,,,False
GRANET Marius (attribué à),,,,,False
Bonnefoy Henri (1894-1975),Q604887,Henri Bonnefoy,1887.0,1975.0,True
BOZE Honoré,Q21511541,Honoré Boze,1830.0,,True
BLIN DE FONTENAY Jean-Baptiste,,,,,False
CASTELNAU Alexandre Eugène,,,,,False
KERMARREC Joël,Q3187424,Joël Kermarrec,1939.0,,True
GAY Jean,Q109812296,Jean Gay,1932.0,,True
LAIR Jean,,,,,False
LACROIX Charles François de;LACROIX de MARSEILLE (dit),,,,,False
LUCY Adrien,Q131573743,Adrien Lucy,1794.0,,True
Berthe Armand (1925-2009) ,,,1925.0,2009.0,False
Maillart Jeanne Beatrix (1889-1965),,,1889.0,1965.0,False
Fabre Max (1928-2020),Q99478580,Max Fabre,1928.0,2020.0,True
JACQUES-CHARLES J,,,,,False
BUCKEN Jan Van,,,,,False
GRAMMATICA Antiveduto,Q2565172,Antiveduto Grammatica,1571.0,,True
Malien de Campsavy Geneviève (1912-1983),,,1912.0,1983.0,False
COURDOUAN Vincent Joseph,,,,,False
MOYNIER Auguste,,,,,False
LA GANDARA Antonio de,Q606115,Antonio de La Gandara,1861.0,,True
NEUCHATEL Nicolas;LUCIDEL (dit),,,,,False
VERDILHAN Mathieu,,,,,False
Trabuc Louis (1928-2008),Q2409440,Louis Trabuc,1928.0,2008.0,True
GARCIN Gilles,Q3106249,Gilles Garcin,1647.0,,True
RECCO il cavaliere Giuseppe,,,,,False
Voss Jan (1936-....),Q123012202,Jan Voss,1945.0,,True
DAUPHIN Joseph,Q3184811,Joseph Dauphin,1882.0,,True
PEREDA Antonio de,Q604088,Antonio de Pereda,1611.0,,True
WILLAERTS Adam,Q2824028,Adam Willaerts,1577.0,,True
DECKER Cornélis Gerritsz,,,,,False
QUEYLAR Jean de,,,,,False
PONSON Aimé,Q16525541,Aimé Ponson,1850.0,,True
COUWENBERG Jillesz Van,,,,,False
SAINT-ANDRE Simon Bernard de,,,,,False
Walther Maryse (1936-....),,,,,False
CHAIX Louis;Raphaël (1483-1520),Q111494861,Louis Chaix,1891.0,,True
REY Philippe;VERNET Joseph (d'après),Q16027204,Philippe Rey,1793.0,,True
Rimbaud Marie (1882-1968),,,1882.0,1968.0,False
DARET Jean,Q3171555,Jean Daret,1613.0,,True
POUSSIN Nicolas (attribué à),Q41554,Nicolas Poussin,1594.0,,True
ROOS Philipp Peter (attribué à);ROSA DA TIVOLI (dit),,,,,False
"RIGAU Y ROS Hyacinthe (attribué à);RIGAUD Hyacinthe (dit, attribué à)",,,,,False
SCHALCKEN Godfried (attribué à),Q874868,Godfried Schalken,1643.0,,True
ROQUE Jean,Q3174411,Jean Roque,1880.0,,True
Daumas Yvan (1943-2021),Q61943223,Yvan Daumas,1943.0,2021.0,True
WILLE Pierre Alexandre;WILLE Le Fils (dit),,,,,False
ROUFFIO Paul,,,,,False
CHAIX Louis;Rubens Petrus Paulus (1577-1640) (d'après),Q111494861,Louis Chaix,1891.0,,True
AIZPIRI Paul,,,,,False
DARJOU Victor,Q38189545,Victor Darjou,1804.0,,True
Tomé Fernande (1...-?) ,,,,,False
VIVES APY Charles,,,,,False
REY Philippe,Q16027204,Philippe Rey,1793.0,,True
RAVEL Edouard,,,,,False
Didier de Rousset Henri (1851-1909),Q84706095,Henri Didier de Rousset,1850.0,1909.0,True
CHAIX Louis;RENI Guido (d'après),Q111494861,Louis Chaix,1891.0,,True
RICOIS François Edme,,,,,False
FERAUD Vincent;Léonard DE VINCI (d'après),,,,,False
VAINES Maurice de,Q18414769,Maurice de Vaines,1815.0,,True
Engalière Marius (1824-1857),Q15970244,Marius Engalière,1824.0,1857.0,True
PASQUIER Francis,Q3083240,Francis Pasquier,1901.0,,True
TREVES André,,,,,False
Diana François (1903-1993),Q3084456,François Diana,1903.0,1993.0,True
Carzou Jean (1907-2000),Q1245202,Jean Carzou,1907.0,2000.0,True
GERVAIS Paul Jean,,,,,False
Leyendecker Mathias (1822-1871);Flandrin Hippolyte (1809-1864) (d'après),Q19629460,Mathias Leyendecker,1821.0,1871.0,True
LEULLIER Félix Louis,,,,,False
SCHEUERER Otto,Q27694732,Otto Scheuerer,1862.0,,True
Pontana Maurice (1928-2005) ,,,1928.0,2005.0,False
COQUAND Paul,Q125537648,Paul Coquand,1849.0,,True
LE BRUN Charles (attribué à),Q271676,Charles Le Brun,1619.0,,True
BEAUFORT Jacques Antoine,,,,,False
Couty Jean (1907-1991),Q12561059,Jean Couty,1907.0,1991.0,True
CANNICIONI Léon Charles,,,,,False
Labille-Guiard Adélaïde (1749-1803) (attribué à),Q235647,Adélaïde Labille-Guiard,1749.0,1803.0,True
Morvan Jean-Jacques (1928-2005) ,Q3166360,Jean-Jacques Morvan,1928.0,2005.0,True
MALAN Marius,,,,,False
GASTYNE Marc de,,,,,False
Martinez Jacques (1944-....),Q3159505,Jacques Martinez,1944.0,,True
COURTOIS Gustave,Q2061725,Gustave Courtois,1852.0,,True
VERONA Maffeo (attribué à),Q6729455,Maffeo Verona,1576.0,,True
Fournel Paule (active 20e siècle),,,,,False
AZAMBRE Etienne,,,,,False
BAUDOUIN Paul Albert,,,,,False
FRANCK,,,,,False
BRAMTOT Alfred Henri,,,,,False
GEERAERTS Marten Josef,,,,,False
FAIVRE-DUFFER Louis,,,,,False
Ingres Jean-Auguste-Dominique (1780-1867) attribué à,,,1780.0,1867.0,False
LONGUET Alexandre Marie,,,,,False
HEIL Daniel Van,,,,,False
TOUZE Jacques Louis François,,,,,False
GILLEMANS Jan Pauwel Père,,,,,False
BREDAEL Alexander Van,,,,,False
Scheffer Ary (1795-1858) (attribué à),Q436726,Ary Scheffer,1795.0,1858.0,True
BLOEMEN Pieter van;STANDARD (dit),Q1696398,Pieter van Bloemen,1657.0,,True
Balthus (1908-2001),Q325925,Q325925,1908.0,2001.0,True
Durameau Louis (1733-1796);Touzé Jacques Louis François (1747-1807),,,1733.0,1796.0,False
BERTHET François Marius,,,,,False
EHRENBERG Wilhelm Von,,,,,False
DINET Alphonse Etienne,,,,,False
CAUVET Raoul,,,,,False
JANSSENS Hieronymus,Q3135313,Hieronymus Janssens,1624.0,,True
BREDAEL Peeter Van,,,,,False
"BRUEGHEL Pieter I (?);BRUEGHEL le Vieux (dit, ?)",,,,,False
MAISTRE Louis,Q140264162,Louis Maistre,2004.0,,True
BRUEGHEL Pieter II;BRUEGHEL D'ENFER (dit);BRUEGHEL Jan le Jeune (dit),,,,,False
DUVERNON R,,,,,False
Chaudet Jeanne-Elisabeth (1767-1832),,,1767.0,1832.0,False
BREMOND Henri,,,,,False
ARTHOIS Jacques d' (école),,,,,False
FREGIER Joseph,,,,,False
LAMEN Christoffel Jacobsz Van der,,,,,False
HEEMSKERCK Maerten Jacobz Van,,,,,False
HACKAERT Jan,Q1351444,Jan Hackaert,1628.0,,True
VERSPRONCK Jan Cornélisz,,,,,False
SEGHERS Daniel,Q928466,Daniel Seghers,1590.0,,True
Delorme Anthonie (1610-1673),,,1610.0,1673.0,False
Bodinier Guillaume (1795-1872);GIROUX Achille (d'après),Q3119697,Guillaume Bodinier,1795.0,1872.0,True
Bodinier Guillaume (1795-1872);David (1748-1825) (d'après),Q3119697,Guillaume Bodinier,1795.0,1872.0,True
MIEREVELT Michiel Jansz Van (attribué),,,,,False
WOCHER Tiberius,,,,,False
Bodinier Guillaume (1795-1872);COROT Jean-Baptiste Camille (d'après),Q3119697,Guillaume Bodinier,1795.0,1872.0,True
DIRCK Jacobsz (atelier),,,,,False
BELLEVOIS Jacob Adriaensz,,,,,False
SAFTLEVEN Cornelis,Q130039,Cornelis Saftleven,1607.0,,True
STRY Jacob Van,,,,,False
AERTSEN Pieter,Q326548,Pieter Aertsen,1508.0,,True
VAN DEN HOECKE Jan;Rubens Petrus Paulus (1577-1640) (d'après),,,,,False
ROMBOUTS Theodor,,,,,False
MOL Pieter van (attribué),Q1032847,Pieter van Mol,1599.0,,True
CEULEN Cornelis Janssens Van (attribué),,,,,False
EECKHOUT Gerbrand Van den,,,,,False
VALCKENBORGH Lucas Van,,,,,False
CORNELISZ Cornélis;Cornélis VAN HAARLEM (dit),,,,,False
MOLENAER Klaes,Q1880278,Klaes Molenaer,1627.0,,True
POELENBURGH Cornelis Van (atelier),,,,,False
POINT Armand,Q732208,Armand Point,1861.0,,True
KOBKE Christen Schjellerup,,,,,False
PASCAU Eugène,Q41313504,Eugène Pascau,1875.0,,True
DIRIKS Edward,,,,,False
CADES Giuseppe,Q326017,Giuseppe Cades,1750.0,,True
Lampi Giovanni Battista (1751-1830),,,1751.0,1830.0,False
HIRSCH Alphonse,Q1410005,Alphonse Hirsch,1843.0,,True
MILLAIS Sir John Everett,,,,,False
CONNARD Philip,Q5611375,Philip Connard,1875.0,,True
KUEHL Gotthard (dit);KUEHL Gotthard Johann (patronyme),,,,,False
HANKEY William Lee,,,,,False
KOROVINE Constantin,Q437792,Constantin Korovine,1861.0,,True
MOORE Henry,Q151097,Henry Moore,1898.0,,True
HUMPHREYS-JOHNSTON John,,,,,False
FALLER Clément,,,,,False
Boberg Anna (1864-1935),Q4939691,Anna Boberg,1864.0,1935.0,True
TETAR Van Elven Pierre,,,,,False
CLAUS Emile,Q733002,Émile Claus,1849.0,,True
BRASS Italico,Q1675056,Italico Brass,1870.0,,True
BAERTSOEN Albert,Q2830938,Albert Baertsoen,1866.0,,True
HARRISON Lowell Birge,,,,,False
HUNT William Morris,,,,,False
ZILCKEN Philippe,,,,,False
FORTUNY Y MADRAZO Mariano,,,,,False
MORRICE James Wilson,,,,,False
LIEB Mihaly;MUNKACSY MIHALY (dit),,,,,False
ULMANN RAOUL,,,,,False
MELCHERS Gari Julius,,,,,False
SCHUTZENBERGER Louis Frédéric,,,,,False
HOW Béatrice,,,,,False
STEWART Julius L,,,,,False
INNOCENTI Camilio,,,,,False
DELVILLE Jean,Q1395469,Jean Delville,1867.0,,True
PONTHUS-CINIER Antoine,,,,,False
PISSARRO Lucien,Q964608,Lucien Pissarro,1863.0,,True
BIAGIO d'Antonio (?),,,,,False
MARCHAIS Pierre Antoine,,,,,False
Borgnis C. J. (17..-17..?),,,,,False
FRY Roger,Q27923289,Roger Fry,1948.0,,True
BALLOT Georges Henri,,,,,False
ULMANN RAOUL André,,,,,False
DAVIDS André,,,,,False
LOMONT Eugène,Q19787998,Eugène Lomont,1864.0,,True
PASTERNAK Léonid Ossipovitch,,,,,False
PERRICHON Jules Léon,,,,,False
SPENLOVE-SPENLOVE Frank,Q5489724,Frank Spenlove-Spenlove,1868.0,,True
MALIAVINE Filipp Andreïevitch,,,,,False
MIGNARD Nicolas,Q2555178,Nicolas Mignard,1606.0,,True
LIEBERMANN Max,Q158062,Max Liebermann,1847.0,,True
CORINTH Lovis,Q157610,Lovis Corinth,1858.0,,True
MARTEL Eugène,Q3060023,Eugène Martel,1869.0,,True
ORLEANS Antoine Philippe d';MONTPENSIER Duc de,,,,,False
CESBRON Charles,,,,,False
MIGNON Lucien,Q47543617,Lucien Mignon,1865.0,,True
BAVOUX Charles,,,,,False
"LE PAON Jean-Baptiste (attribué);LE PAON Louis (dit, attribué)",Q3164215,Jean-Baptiste Le Paon,1738.0,,True
KARBOWSKY Adrien,Q2825196,Adrien Karbowsky,1855.0,,True
KAY James,Q121160608,James Kay,1849.0,,True
PERDRIX Jean-François,,,,,False
WEISZ Adolphe,Q18507693,Adolphe Weisz,1838.0,,True
GRIMELUND Johannes Martin,,,,,False
LE PETIT Alfred Marie,,,,,False
MEYER DE HAAN Jacob Isaac,,,,,False
DULAC Pierre,Q28097018,Pierre Dulac,1761.0,,True
LADURNER Adolphe,Q15070912,Guillaume Adolphe Ladurner,1798.0,,True
DULAC Charles,,,,,False
CLARY Eugène,Q20089539,Eugène Clary,1856.0,,True
COUSTURIER Lucie;BRU Lucie (née),Q2381804,Lucie Cousturier,1876.0,,True
Hem Louise de (1866-1922),,,1866.0,1922.0,False
LE DRU Hilaire,Q3135524,Hilaire Le Dru,1769.0,,True
BUTIN Ulysse,Q579808,Ulysse Butin,1838.0,,True
CHAGOT Edmond,Q78043370,Edmond Chagot,1832.0,,True
DESBROSSES Jean,,,,,False
DONVE Louis Désiré Joseph,,,,,False
COCK Xavier de,Q17329348,Xavier de Cock,1818.0,,True
LEHMANN Rudolf,Q107912,Rudolf Lehmann,1891.0,,True
ARELLANO Juan de,Q332045,Juan de Arellano,1614.0,,True
SIGRIST Franz,Q22704236,Franz Sigrist,1727.0,,True
GONZALEZ Juan Antonio,,,,,False
HAVET Henri Charles Julien,,,,,False
WINTERHALTER Hermann,Q15462627,Hermann Winterhalter,1808.0,,True
SEIBOLD Christian,,,,,False
VERMOTE LIEVIN François,,,,,False
DEGER Ernst,Q593061,Ernst Deger,1809.0,,True
HOUZE Alexandre,,,,,False
ZACCHIA di Antonio da VEZZANO;ZACCHIA Paolo (dit),,,,,False
CALIARI Paolo;VERONESE Paul (dit),,,,,False
DESCUDE Cyprien,,,,,False
CALIARI Paolo (atelier);VERONESE (dit),,,,,False
DROUYN Léo,Q3270462,Léo Drouyn,1816.0,,True
BEERSTRATEN Jan Abrahamsz (attribué),,,,,False
KERMADEC Eugène de,Q870193,Eugène de Kermadec,1899.0,,True
Hautrive Mathilde Marguerite (1881-1963),,,1881.0,1963.0,False
MILLECAMPS Yves,Q3573852,Yves Millecamps,1930.0,,True
SCHENCK Auguste,Q95661009,Auguste Schenck,,,True
CLETY Constant Désiré,,,,,False
LEFEBVRE André,Q137681423,André Lefebvre,,,True
COPIN André,,,,,False
SANDRART Joachim I Von,,,,,False
MOLIERE Gaston,,,,,False
FATH René,,,,,False
"BOTTICELLI Sandro (dit, atelier);FILIPEPI Alessandro Mariano",Q5669,Sandro Botticelli,1445.0,,True
"RENI Guido (attribué);LE GUIDE (dit, attribué)",Q109061,Guido Reni,1575.0,,True
JAMOIS Edmond,Q125534861,Edmond Jamois,1876.0,,True
GUINIER Henri,Q3131242,Henri Guinier,1867.0,,True
MONNIER,,,,,False
MAINARDI Sebastiano,,,,,False
DUTHOIT Paul,,,,,False
LEMPEREUR-HAUT Marcel,Q3289144,Marcel Lempereur-Haut,1898.0,,True
DEZIRE Henri,,,,,False
DUBOURG Robert,Q3434996,Robert Dubourg,1908.0,,True
FOSCHI Francesco,Q3080968,Francesco Foschi,1710.0,,True
HERLIN Auguste,,,,,False
Cogniet Marie-Amélie (1798-1869),Q18646081,Marie-Amélie Cogniet,1798.0,1869.0,True
FRANCIA Francesco (dit);RAIBOLINI Francesco,Q260057,Francesco Francia,1447.0,,True
SCHOUTTETEN Louis,Q110213926,Louis Schoutteten,1833.0,,True
SAVREUX Maurice,Q19832272,Maurice Savreux,1884.0,,True
LEROUX Eugène,Q137681515,Eugène Leroux,,,True
ESCHBACH Paul,Q133009931,Q133009931,,,True
DUPONT Louis Richard François,,,,,False
DOES Jacob Van der,,,,,False
Bernasconi Laura (1622-1675),Q3218663,Q3218663,1622.0,1675.0,True
CLAMENS Henri,Q3130835,Henri Clamens,1905.0,,True
ALAUX Guillaume,Q22809510,Guillaume Alaux,1856.0,,True
ALAUX Jean Paul;VERNET Horace (d'après),,,,,False
BODLEY Josselin,Q21289322,Josselin Bodley,1893.0,,True
DARRIEUX Charles René,,,,,False
Castiglione Giovanni Benedetto (1609-1664) (attribué à),,,1609.0,1664.0,False
GUERLIN Jacques;GUER de (dit),,,,,False
"SOUCHON François;VECELLIO Tiziano (d'après);LE TITIEN (d'après, dit)",Q3085848,François Souchon,1787.0,,True
CRANACH Lucas l'Ancien (atelier),,,,,False
MONTARAN Baronne de,,,,,False
DALENS Dirk II,,,,,False
STRAUCH Lorentz,,,,,False
Bordeaux-Le-Pecq Andrée (1910-1973),,,1910.0,1973.0,False
DESACRES François,,,,,False
GAUTIER Armand Désiré;GAUTIER Amand,,,,,False
BRACK C,,,,,False
Leman Jacques-Edmond (1829-1889),Q21104250,Jacques-Edmond Leman,1829.0,1889.0,True
"SERRES Henri Charles de;Rembrandt (1606-1669) (d'après, dit)",,,,,False
RUTHART Carl,,,,,False
VIDAL Louis;NAVATEL (dit),Q109810769,Louis Vidal,1878.0,,True
Hugo Julie (1797-1865);Duvidal de Montferrier Julie (1797-1865),Q3189221,Julie Duvidal de Montferrier,1797.0,1865.0,True
PIGAULT Marie Célestine;FAUCON Marie Célestine (née),,,,,False
Lefrançois Georges;ALBERTINELLI Mariotto (d'après),,,,,False
PINO DELLA SELVA (dit);GIUFFRINA Pino (patronyme),,,,,False
"CHARPENTIER Philippe-Auguste CAZIER-CHARPENTIER, dit Auguste",,,,,False
LAIR Albert Eugène,,,,,False
COURREAU Paul,,,,,False
VEBER Jean,Q3174987,Jean Veber,1953.0,,True
Annaly-Lourse Marie (1841-1910),,,1841.0,1910.0,False
Mélingue Lucien-Étienne (1841-1889),Q3265329,Lucien-Étienne Mélingue,1841.0,1889.0,True
CABEL Adriaen van der,,,,,False
LANFRANCO Giovanni (école),Q447730,Giovanni Lanfranco,1582.0,,True
GRIGORESCO Nicolas,,,,,False
Serre Michel (1658-1733),Q3310856,Michel Serre,1658.0,1733.0,True
GRAFF Anton,Q110070287,Anton Graff,1900.0,,True
